,ids,labels,parents,text,values
0,"['moggy', 'moggy|Administrative Support Challenges', 'moggy|Administrative Support Challenges|Administrative Support Issues', 'moggy|Administrative Support Challenges|Administrative Support Issues|Administrative Support Issues', 'moggy|Administrative Support Challenges|Administrative Support Issues|Administrative Support Issues|Once the study... all of those staff move onto their next contract.', 'moggy|Administrative Support Challenges|Administrative Support Issues|Administrative Support Issues|Once the study... all of those staff move onto their next contract.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Administrative Support Challenges', 'Administrative Support Issues', 'Administrative Support Issues', 'Once the study... all of those staff move onto their next contract.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Administrative Support Challenges', 'moggy|Administrative Support Challenges|Administrative Support Issues', 'moggy|Administrative Support Challenges|Administrative Support Issues|Administrative Support Issues', 'moggy|Administrative Support Challenges|Administrative Support Issues|Administrative Support Issues|Once the study... all of those staff move onto their next contract.']","['', 'This theme captures the difficulties faced by researchers due to insufficient administrative support after clinical trials conclude. The lack of ongoing assistance can hinder project continuity and affect the overall success of research initiatives. Addressing these challenges is crucial for ensuring that trials are effectively managed and that researchers can focus on their scientific objectives without administrative burdens.', 'Discusses the lack of ongoing administrative support for researchers after trials conclude, affecting project continuity.', '', '', '']","[1, 1, 1, 1, 1, 1]"
11,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
12,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
13,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
14,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
15,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
16,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
17,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
18,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
19,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
20,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
21,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
22,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
23,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
24,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'We have also been in communication... we will still have access to EudraCT beyond the end of the year.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|We have also been in communication... we will still have access to EudraCT beyond the end of the year.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
25,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Impact of Brexit', 'Impact of Brexit', 'Business as usual, we’ll let you know when things basically start happening.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit', 'moggy|Regulatory and Compliance Issues|Impact of Brexit|Impact of Brexit|Business as usual, we’ll let you know when things basically start happening.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Reflects on how Brexit has influenced trial management processes, regulatory changes, and access to clinical trial databases, affecting overall operations.', '', '', '']","[1, 1, 1, 1, 1, 1]"
26,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Requirements', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Requirements|It became a requirement ethical committees required that studies be registered on a clinical trial database.', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Requirements|It became a requirement ethical committees required that studies be registered on a clinical trial database.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Registration Challenges', 'Registration Requirements', 'It became a requirement ethical committees required that studies be registered on a clinical trial database.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Requirements', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Requirements|It became a requirement ethical committees required that studies be registered on a clinical trial database.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Covers the difficulties faced in trial registration, including terminology, online forms, and the importance of timely and accurate submissions.', '', '', '']","[1, 1, 1, 1, 1, 1]"
27,"['moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Challenges|I kind of like found it quite difficult at the beginning.', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Challenges|I kind of like found it quite difficult at the beginning.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Regulatory and Compliance Issues', 'Registration Challenges', 'Registration Challenges', 'I kind of like found it quite difficult at the beginning.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Regulatory and Compliance Issues', 'moggy|Regulatory and Compliance Issues|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Challenges', 'moggy|Regulatory and Compliance Issues|Registration Challenges|Registration Challenges|I kind of like found it quite difficult at the beginning.']","['', 'This theme encompasses the various challenges related to regulatory compliance in clinical trials, including ethics approval, data sharing, and the impact of external factors like Brexit. Navigating these complexities is crucial for maintaining the integrity of clinical research and ensuring that trials adhere to necessary legal and ethical standards. Understanding these issues helps in developing strategies for better compliance.', 'Covers the difficulties faced in trial registration, including terminology, online forms, and the importance of timely and accurate submissions.', '', '', '']","[1, 1, 1, 1, 1, 1]"
28,"['moggy', 'moggy|Training and Development Needs', 'moggy|Training and Development Needs|Learning Curve', 'moggy|Training and Development Needs|Learning Curve|Learning Curve', 'moggy|Training and Development Needs|Learning Curve|Learning Curve|You kind of get familiar and thereafter then you have to basically do, review every year.', 'moggy|Training and Development Needs|Learning Curve|Learning Curve|You kind of get familiar and thereafter then you have to basically do, review every year.|uni004_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Training and Development Needs', 'Learning Curve', 'Learning Curve', 'You kind of get familiar and thereafter then you have to basically do, review every year.', 'uni004_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Training and Development Needs', 'moggy|Training and Development Needs|Learning Curve', 'moggy|Training and Development Needs|Learning Curve|Learning Curve', 'moggy|Training and Development Needs|Learning Curve|Learning Curve|You kind of get familiar and thereafter then you have to basically do, review every year.']","['', 'This theme emphasizes the importance of ongoing training and development for researchers and trial managers. As the clinical trials landscape evolves, continuous education is necessary to keep up with new regulations, technologies, and best practices. Investing in training programs can enhance research integrity and improve the overall management of clinical trials, ensuring that teams are well-equipped to handle emerging challenges.', 'Describes the process of becoming familiar with trial registration systems over time, highlighting the need for ongoing learning.', '', '', '']","[1, 1, 1, 1, 1, 1]"
29,"['moggy', 'moggy|Training and Development Needs', 'moggy|Training and Development Needs|Training and Development', 'moggy|Training and Development Needs|Training and Development|Training and Development', 'moggy|Training and Development Needs|Training and Development|Training and Development|We are in the process of taking on additional staff and looking to expand to have an integrity team.', 'moggy|Training and Development Needs|Training and Development|Training and Development|We are in the process of taking on additional staff and looking to expand to have an integrity team.|uni002_transcribed_anonymised_final_initial_codes.csv']","['moggy', 'Training and Development Needs', 'Training and Development', 'Training and Development', 'We are in the process of taking on additional staff and looking to expand to have an integrity team.', 'uni002_transcribed_anonymised_final_initial_codes.csv']","['', 'moggy', 'moggy|Training and Development Needs', 'moggy|Training and Development Needs|Training and Development', 'moggy|Training and Development Needs|Training and Development|Training and Development', 'moggy|Training and Development Needs|Training and Development|Training and Development|We are in the process of taking on additional staff and looking to expand to have an integrity team.']","['', 'This theme emphasizes the importance of ongoing training and development for researchers and trial managers. As the clinical trials landscape evolves, continuous education is necessary to keep up with new regulations, technologies, and best practices. Investing in training programs can enhance research integrity and improve the overall management of clinical trials, ensuring that teams are well-equipped to handle emerging challenges.', 'Describes ongoing efforts to develop training programs for researchers and trial managers, emphasizing the importance of education in research integrity.', '', '', '']","[1, 1, 1, 1, 1, 1]"
